R, [case-15-Random, 0, 0, 197.01282096052222, 0.014785659633843883, 0.022755386167846624, 16.38939839970673],[3.0915E8, 6.89981202519644E8, 5.88154119967755E8]
R, [case-23-Random, 0, 0, 95.18563290840524, 0.02033281370924641, 0.010834489132007465, 12.083560927830344],[3.0915E8, 6.03274477491202E8, 1.02257312741102E9]
R, [case-23-Random, 0, 0, 95.18563290840524, 0.02033281370924641, 0.010834489132007465, 12.083560927830344],[3.0915E8, 8.81713176096491E8, 1.27609646029602E7]
R, [case-29-Random, 0, 0, 151.06112517319792, 0.014832103543671293, 0.007268881359152736, 10.073870992781517],[3.0915E8, 3.53096065602457E8, 1.6425073523698E9]
R, [case-51-Random, 0, 0, 244.51108056421614, 0.014220425523244339, 0.06302202583834492, 9.19794877709974],[3.0915E8, 6.99127587446926E8, 5.45656554320873E8]
R, [case-51-Random, 0, 0, 244.51108056421614, 0.014220425523244339, 0.06302202583834492, 9.19794877709974],[3.0915E8, 9.2517972533719E8, 7325486.85815583]
R, [case-55-Random, 0, 0, 0.6619056083914909, 0.017554273271126256, 0.016220477834581012, 14.254873806593581],[3.0915E8, 6.57473359673751E8, 6.87526155631201E8]
R, [case-81-Random, 0, 0, 330.55135664114164, 0.008970045915966363, 0.017138922203066093, 16.32055126572981],[3.0915E8, 5.66835038090011E8, 1.4411086718549E9]
R, [case-81-Random, 0, 0, 330.55135664114164, 0.008970045915966363, 0.017138922203066093, 16.32055126572981],[3.0915E8, 8.80946050292772E8, 1.76251805031959E7]
RM, [case-15-Random, 0, 0, 197.01282096052222, 0.014785659633843883, 0.022755386167846624, 16.38939839970673],[3.0915E8, 6.89981202519644E8, 5.88154119967755E8]
RM, [case-23-Random, 0, 0, 95.18563290840524, 0.02033281370924641, 0.010834489132007465, 12.083560927830344],[3.0915E8, 6.03274477491202E8, 1.02257312741102E9]
RM, [case-51-Random, 0, 0, 244.51108056421614, 0.014220425523244339, 0.06302202583834492, 9.19794877709974],[3.0915E8, 6.99127587446926E8, 5.45656554320873E8]
RM, [case-55-Random, 0, 0, 0.6619056083914909, 0.017554273271126256, 0.016220477834581012, 14.254873806593581],[3.0915E8, 6.57473359673751E8, 6.87526155631201E8]
SR, [case-3-SemiRandom, 0, 0, 107.13524216097683, 0.019727485344135844, 0.08722760109823745, 6.924818383345291],[3.0915E8, 6.9897466540212E8, 5.86820600860401E8]
SR, [case-6-SemiRandom, 0, 0, 214.1588785035932, 0.02419253892621353, 0.04335610432808222, 15.245066471598317],[3.0915E8, 4.89405705056122E8, 1.32588552070712E9]
SR, [case-6-SemiRandom, 0, 0, 214.1588785035932, 0.02419253892621353, 0.04335610432808222, 15.245066471598317],[3.0915E8, 7.66527382824409E8, 1.71445738944403E7]
SR, [case-72-SemiRandom, 0, 0, 293.922137402164, 0.011729182129766584, 0.09792601609579392, 13.566130883210969],[3.0915E8, 5.11676322764281E8, 1.30942153761612E9]
SR, [case-72-SemiRandom, 0, 0, 293.922137402164, 0.011729182129766584, 0.09792601609579392, 13.566130883210969],[3.0915E8, 8.14007763836242E8, 1.68483672840314E7]
SR, [case-79-SemiRandom, 0, 0, 235.54169532253073, 0.023079271070246057, 0.03415838307642693, 18.37472291953253],[3.0915E8, 4.07237596472108E8, 1.36882170712257E9]
SR, [case-82-SemiRandom, 0, 0, 250.851877768391, 0.020612817768585034, 0.04087939814841606, 9.217014224627532],[3.0915E8, 7.10031858601882E8, 8.28657053270133E7]
SR, [case-90-SemiRandom, 0, 0, 39.91406471329007, 0.014478614186326105, 0.0034963737180639235, 7.207300835576904],[3.0915E8, 7.04380372920268E8, 1.52708409557422E8]
SR, [case-95-SemiRandom, 0, 0, 13.185192552766594, 0.02047336224660018, 0.0639514982461585, 3.1823879681153238],[3.0915E8, 6.83603003858432E8, 7.71943394003751E8]
SR, [case-95-SemiRandom, 0, 0, 13.185192552766594, 0.02047336224660018, 0.0639514982461585, 3.1823879681153238],[3.0915E8, 9.32679871468939E8, 1.21617444739073E7]
SRM, [case-3-SemiRandom-AUMENTA PARAM=6-AUMENTA PARAM=5-AUMENTA PARAM=4-AUMENTA PARAM=3, 0, 0, 108.0, 0.025, 0.10206170054859134, 7.100428241599687],[3.0915E8, 4.44194221221916E8, 1.64674629265624E9]
SRM, [case-6-SemiRandom-AUMENTA PARAM=3-DISMINUYE PARAM=6-AUMENTA PARAM=5-AUMENTA PARAM=4, 0, 0, 226.8, 0.02432, 0.044907148241380195, 15.215203374856472],[3.0915E8, 6.28641550734847E8, 5.85049444668947E8]
SRM, [case-72-SemiRandom-DISMINUYE PARAM=6-DISMINUYE PARAM=3-AUMENTA PARAM=5-AUMENTA PARAM=4, 0, 0, 280.8, 0.01191, 0.10206170054859134, 13.389378969873695],[3.0915E8, 6.01450047593011E8, 6.43873949267221E8]
SRM, [case-72-SemiRandom-DISMINUYE PARAM=3-AUMENTA PARAM=6-AUMENTA PARAM=5-AUMENTA PARAM=4, 0, 0, 280.8, 0.01191, 0.10206170054859134, 13.592248348205116],[3.0915E8, 6.04530234903335E8, 6.41120319456062E8]
SRM, [case-79-SemiRandom-DISMINUYE PARAM=6-AUMENTA PARAM=5-DISMINUYE PARAM=3-AUMENTA PARAM=4, 0, 0, 234.0, 0.02364, 0.034700978186521056, 18.258244049827766],[3.0915E8, 6.8339222272585E8, 3.8582927089253E8]
SRM, [case-90-SemiRandom, 0, 0, 39.91406471329007, 0.014478614186326105, 0.0034963737180639235, 7.207300835576904],[3.0915E8, 7.04380372920268E8, 1.52708409557422E8]
SRM, [case-95-SemiRandom-AUMENTA PARAM=5-AUMENTA PARAM=3-DISMINUYE PARAM=6-AUMENTA PARAM=4, 0, 0, 14.4, 0.025, 0.10206170054859134, 3.0430406749712944],[3.0915E8, 3.84980219755336E8, 1.69228537725337E9]
SRM, [case-95-SemiRandom-AUMENTA PARAM=5-AUMENTA PARAM=4-DISMINUYE PARAM=3-AUMENTA PARAM=6, 0, 0, 10.8, 0.025, 0.10206170054859134, 3.448779431634134],[3.0915E8, 3.90766579401835E8, 1.68945152732271E9]
R, [case-1-Random, 0, 0, 354.76838024646236, 0.012399152597223448, 0.009135184919075875, 11.123111935146012],[3.0915E8, 3.61328328862686E8, 1.53473601520823E9]
R, [case-3-Random, 0, 0, 38.15056409826167, 0.008228539846214146, 0.057907216447028266, 16.94701155787478],[3.0915E8, 7.12292687089609E8, 3.11909672630776E8]
R, [case-4-Random, 0, 0, 135.29553405400782, 0.01742022947068619, 0.09739028986532744, 4.319479349735899],[3.0915E8, 4.33115259112047E8, 1.14477447844622E9]
R, [case-61-Random, 0, 0, 76.92791184261839, 0.022569810998652247, 0.0017543672124078775, 17.49491083484626],[3.0915E8, 7.10458753760641E8, 4.30197132363678E8]
R, [case-61-Random, 0, 0, 76.92791184261839, 0.022569810998652247, 0.0017543672124078775, 17.49491083484626],[3.0915E8, 9.15925296684119E8, 5851231.34066303]
R, [case-70-Random, 0, 0, 165.2786803692109, 0.01578678044522146, 0.04390219018034099, 2.0015210780201427],[3.0915E8, 3.79583775556643E8, 1.48773350656937E9]
R, [case-76-Random, 0, 0, 218.06238198448642, 0.013881232711388858, 0.06667579678080462, 19.04651094861542],[3.0915E8, 5.73480197411483E8, 1.01744430567078E9]
